,price,propertyType,exterior,rooms,bathrooms,municipality,status,floor,hasLift,size_MinMax,distance_MinMax
234,740.0,flat,True,2,1,Colmenar Viejo,good,1,True,0.44680851063829785,0.4734192473366068
235,700.0,flat,False,2,1,Getafe,good,4,False,0.574468085106383,0.17313385212628296
236,730.0,flat,False,1,1,Madrid,good,2,True,0.15957446808510636,0.010228138904153299
237,700.0,studio,True,0,1,Madrid,good,3,True,0.08510638297872339,0.1687022494815025
238,750.0,flat,True,2,2,Valdemoro,good,3,True,0.9468085106382979,0.43025543757644513
239,749.0,flat,True,1,1,Madrid,good,2,True,0.19148936170212763,0.11208409409178735
240,700.0,studio,False,0,1,Madrid,good,bj,True,0.10638297872340427,0.039494442770283446
241,667.0,flat,True,1,1,Parla,good,8,True,0.5319148936170213,0.37229007498271677
242,725.0,flat,False,1,1,Madrid,good,1,True,0.26595744680851063,0.18107528406572954
243,550.0,penthouse,True,3,1,Robledo de Chavela,good,3,False,0.5319148936170213,0.8404445783773244
244,695.0,flat,True,3,1,Parla,good,4,False,0.37234042553191493,0.3471185719603637
245,750.0,flat,True,3,1,Campo Real,good,1,False,0.9042553191489361,0.5074539556485208
246,699.0,flat,True,1,1,Madrid,good,3,True,0.34042553191489366,0.12247177069115274
247,750.0,studio,True,0,1,Madrid,good,14,True,0.1276595744680851,0.0854944782231046
248,730.0,flat,True,3,1,Collado Villalba,good,4,False,0.6382978723404256,0.6309006789215252
249,710.0,flat,True,1,1,Madrid,good,bj,False,0.10638297872340427,0.017247797493485546
250,650.0,flat,True,1,1,Madrid,good,4,True,0.4042553191489362,0.10176732313473845
251,600.0,countryHouse,False,2,2,Villaviciosa de Odón,renew,desconocido,desconocido,0.4255319148936171,0.41821920479322144
252,740.0,flat,True,2,1,Madrid,good,3,False,0.2234042553191489,0.144913406484321
253,525.0,flat,True,1,1,Aranjuez,good,3,True,0.2127659574468085,0.7600375799904278
254,750.0,studio,True,0,1,Madrid,good,4,False,0.15957446808510636,0.019304061120663678
255,750.0,flat,True,3,1,Alcalá de Henares,good,2,True,0.574468085106383,0.5151649442504388
256,710.0,flat,True,3,1,Alcalá de Henares,good,5,True,0.5212765957446809,0.5008951837342457
257,560.0,studio,True,0,1,Madrid,good,bj,False,0.276595744680851,0.06386825731657596
258,600.0,flat,True,1,1,Torrejón de Ardoz,good,bj,False,0.23404255319148934,0.33187385886231896
259,720.0,flat,True,1,1,Madrid,good,ss,False,0.25531914893617025,0.06037615443248897
260,750.0,flat,True,2,1,Madrid,good,desconocido,False,0.4255319148936171,0.04268519667452538
261,750.0,flat,False,1,1,Madrid,good,4,True,0.23404255319148934,0.04571641288355521
262,750.0,studio,True,0,1,Madrid,good,4,True,0.7446808510638298,0.12488256252991332
263,650.0,studio,False,0,1,Madrid,good,bj,True,0.26595744680851063,0.06424051193873752
264,650.0,flat,True,1,1,Parla,good,2,True,0.4148936170212766,0.362576001985358
265,670.0,flat,True,2,1,Arganda,good,3,True,0.5851063829787234,0.47636183149274103
266,650.0,flat,True,1,1,Getafe,newdevelopment,2,True,0.26595744680851063,0.2162622090652864
267,750.0,flat,True,1,1,Madrid,good,2,True,0.1276595744680851,0.09139737294595217
268,725.0,flat,True,1,1,Madrid,desconocido,desconocido,desconocido,0.3191489361702128,0.09538581532625459
269,620.0,studio,False,0,1,Madrid,good,1,True,0.0,0.030312162090298335
270,680.0,flat,True,1,1,Madrid,good,bj,False,0.15957446808510636,0.05539503305975573
271,750.0,flat,True,3,1,Coslada,good,bj,True,0.7127659574468085,0.21867300090404695
272,670.0,flat,True,1,1,Getafe,newdevelopment,1,True,0.35106382978723405,0.2162622090652864
273,600.0,flat,True,3,1,Alcalá de Henares,desconocido,desconocido,desconocido,0.5851063829787234,0.5064967294772482
274,750.0,flat,True,2,1,Alcorcón,good,4,False,0.5319148936170213,0.22035700990906354
275,700.0,flat,True,2,1,Pozuelo de Alarcón,good,3,False,0.1702127659574468,0.1656001276301562
276,695.0,flat,False,1,1,Madrid,good,1,True,0.4042553191489362,0.09706982433127116
277,710.0,flat,True,1,1,Arganda,good,2,True,0.4893617021276596,0.4401467746795951
278,620.0,flat,True,2,1,Bustarviejo,good,2,False,0.6382978723404256,0.8703135802031448
279,700.0,flat,True,3,1,Collado Mediano,good,1,False,0.6382978723404256,0.7218903444241577
280,715.0,flat,True,3,1,Chinchón,good,bj,False,0.7340425531914894,0.6936876251927748
281,750.0,flat,True,1,1,Madrid,good,1,True,0.3191489361702128,0.19534504458192262
282,750.0,flat,True,1,1,Madrid,good,2,True,0.26595744680851063,0.1461188024037013
283,550.0,studio,False,0,1,Madrid,good,bj,False,0.05319148936170212,0.07918387605693723
284,730.0,flat,True,1,1,Colmenar Viejo,good,desconocido,False,0.4255319148936171,0.48960346019534506
285,750.0,penthouse,True,2,1,Madrid,good,4,True,0.276595744680851,0.06569407760622552
286,700.0,flat,True,1,1,Coslada,good,bj,False,0.26595744680851063,0.24292273057628563
287,680.0,flat,True,2,1,Coslada,renew,bj,True,0.6914893617021277,0.23257050679807847
288,600.0,flat,False,1,1,Madrid,good,4,False,0.08510638297872339,0.07507134880258096
289,750.0,flat,True,2,1,Colmenarejo,good,1,False,0.6382978723404256,0.546186162763902
290,700.0,flat,True,1,1,Alcorcón,good,2,True,0.44680851063829785,0.22790846081576943
291,690.0,flat,True,2,1,Madrid,good,bj,True,0.6063829787234043,0.12585751511176504
292,700.0,flat,True,1,1,Madrid,good,bj,False,0.3191489361702128,0.13580203144665237
293,750.0,flat,True,2,1,Coslada,good,5,True,0.7127659574468085,0.24090191977026573
294,735.0,flat,True,1,1,Getafe,good,4,True,0.32978723404255317,0.2453335224150462
