,price,propertyType,exterior,rooms,bathrooms,municipality,status,floor,hasLift,size_MinMax,distance_MinMax,outliers_ifo_0.01_100,outliers_ifo_0.01_400,outliers_ifo_0.01_1000,outliers_ifo_0.01_2000,outliers_ifo_0.05_100,outliers_ifo_0.05_400,outliers_ifo_0.05_1000,outliers_ifo_0.05_2000,outliers_ifo_0.1_100,outliers_ifo_0.1_400,outliers_ifo_0.1_1000,outliers_ifo_0.1_2000
272,700.0,flat,True,2,1,Pozuelo de Alarcón,good,3,False,0.1702127659574468,0.1656001276301562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273,695.0,flat,False,1,1,Madrid,good,1,True,0.4042553191489362,0.0970698243312711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
274,710.0,flat,True,1,1,Arganda,good,2,True,0.4893617021276596,0.4401467746795951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
275,620.0,flat,True,2,1,Bustarviejo,good,2,False,0.6382978723404256,0.8703135802031448,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
276,700.0,flat,True,3,1,Collado Mediano,good,1,False,0.6382978723404256,0.7218903444241577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
277,715.0,flat,True,3,1,Chinchón,good,bj,False,0.7340425531914894,0.6936876251927748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0
278,750.0,flat,True,1,1,Madrid,good,1,True,0.3191489361702128,0.1953450445819226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
279,750.0,flat,True,1,1,Madrid,good,2,True,0.2659574468085106,0.1461188024037013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
280,550.0,studio,False,0,1,Madrid,good,bj,False,0.8724271670624579,0.6734192777941136,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
281,730.0,flat,True,1,1,Colmenar Viejo,good,desconocido,False,0.4255319148936171,0.489603460195345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
282,750.0,penthouse,True,2,1,Madrid,good,4,True,0.276595744680851,0.0656940776062255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
283,700.0,flat,True,1,1,Coslada,good,bj,False,0.2659574468085106,0.2429227305762856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
284,680.0,flat,True,2,1,Coslada,renew,bj,True,0.6914893617021277,0.2325705067980784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
285,600.0,flat,False,1,1,Madrid,good,4,False,0.0851063829787233,0.0750713488025809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
286,750.0,flat,True,2,1,Colmenarejo,good,1,False,0.6382978723404256,0.546186162763902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
287,700.0,flat,True,1,1,Alcorcón,good,2,True,0.4468085106382978,0.2279084608157694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
288,690.0,flat,True,2,1,Madrid,good,bj,True,0.6063829787234043,0.125857515111765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
289,700.0,flat,True,1,1,Madrid,good,bj,False,0.3191489361702128,0.1358020314466523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
290,750.0,flat,True,2,1,Coslada,good,5,True,0.7127659574468085,0.2409019197702657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
291,735.0,flat,True,1,1,Getafe,good,4,True,0.3297872340425531,0.2453335224150462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
292,700.0,flat,True,3,1,Móstoles,good,5,True,0.6382978723404256,0.3118784677290695,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
293,725.0,flat,True,3,1,Fuenlabrada,good,desconocido,False,0.5851063829787234,0.2847570595430131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
294,733.0,flat,True,2,1,Alcalá de Henares,good,2,True,0.5148936170212767,0.5026855512027371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
295,750.0,flat,True,1,1,Madrid,good,bj,True,0.1702127659574468,0.0718628684877599,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
296,675.0,flat,True,2,1,Madrid,good,bj,False,0.5212765957446809,0.0970166450995338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
297,650.0,flat,True,2,1,Guadarrama,good,2,False,0.6914893617021277,0.7601616648644817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
298,730.0,flat,True,1,1,Madrid,good,bj,True,0.3404255319148936,0.1009696346586779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
299,700.0,flat,True,1,1,Loeches,good,bj,True,0.8191489361702128,0.4329143991633134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
300,690.0,studio,False,0,1,Madrid,good,2,True,0.1914893617021276,0.0995337954017691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
301,700.0,flat,True,2,1,Guadarrama,good,1,False,0.5319148936170213,0.7619343059223939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
302,600.0,duplex,True,2,2,Miraflores de la Sierra,good,2,False,0.7340425531914894,0.7851204509598853,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
303,700.0,studio,False,0,1,Madrid,good,bj,False,0.0531914893617021,0.0090050165741938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
304,690.0,flat,True,2,1,Sevilla la Nueva,good,bj,False,0.4255319148936171,0.5109106057114495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
305,750.0,duplex,True,3,3,Serranillos del Valle,good,1,False,1.0,0.4948504777267651,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
306,700.0,studio,True,0,1,Madrid,good,bj,False,0.3297872340425531,0.1469164908797617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
307,670.0,flat,True,1,1,Collado Villalba,good,bj,True,0.4361702127659574,0.6195912289720455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
308,750.0,flat,True,2,1,Valdemoro,good,4,True,0.6382978723404256,0.4414230762412919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
309,740.0,studio,True,0,1,Madrid,good,bj,True,0.1382978723404255,0.1442752557034726,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
310,750.0,flat,True,4,2,Colmenar Viejo,good,1,False,0.9574468085106383,0.4926701292255331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
311,750.0,flat,True,2,1,Madrid,good,3,False,0.4468085106382978,0.0978497863967525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
312,750.0,studio,True,0,1,San Sebastián de los Reyes,good,bj,True,0.5319148936170213,0.2852179462180703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
313,650.0,studio,True,0,1,Madrid,good,bj,False,0.0851063829787233,0.0924609575806994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
314,625.0,flat,True,1,1,Arganda,good,2,True,0.3297872340425531,0.4400935954478577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
315,700.0,flat,True,1,1,Madrid,good,bj,True,0.1595744680851063,0.0369241132363107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
316,750.0,flat,True,2,2,Colmenarejo,good,1,False,0.797872340425532,0.5420027298672292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
317,600.0,studio,False,0,1,Madrid,good,bj,False,0.0531914893617021,0.0643291439916331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0
318,750.0,flat,True,2,2,Getafe,good,2,True,0.7340425531914894,0.2250367823019517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
319,700.0,flat,True,1,1,Valdemorillo,good,1,True,0.3723404255319149,0.564072111038236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
320,750.0,flat,True,3,2,Campo Real,good,2,True,0.7446808510638298,0.5061422012656658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
321,750.0,flat,True,2,1,Madrid,good,2,True,0.2978723404255319,0.117862903940581,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
322,625.0,flat,True,2,1,Aranjuez,good,bj,False,0.3936170212765957,0.7704607094109515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0
323,750.0,flat,True,1,1,San Sebastián de los Reyes,good,1,False,0.276595744680851,0.2826298902735185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
324,695.0,flat,True,1,1,Madrid,good,4,True,0.4148936170212766,0.1491145657915728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
325,720.0,flat,True,2,1,Alcorcón,good,bj,False,0.4042553191489362,0.2351940155637885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
326,745.0,flat,True,2,1,Alcalá de Henares,good,2,True,0.5638297872340425,0.5072766915427296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
327,720.0,flat,True,2,1,Alcalá de Henares,good,2,True,0.5276595744680851,0.5041568432808041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
328,750.0,flat,True,2,1,Madrid,good,1,False,0.3723404255319149,0.1290305426054278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
329,720.0,studio,True,0,1,Madrid,good,1,True,0.2978723404255319,0.0997110595075603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
330,725.0,studio,False,0,1,Madrid,good,8,True,0.2553191489361702,0.0169641749242195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
331,750.0,flat,False,2,1,Madrid,good,5,True,0.6382978723404256,0.1387623420133657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
332,640.0,flat,True,2,1,Villalbilla,good,2,True,0.5212765957446809,0.5163348873486608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
333,700.0,flat,True,1,1,Getafe,good,1,True,0.3617021276595744,0.2033751085742648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
334,700.0,flat,True,1,1,Madrid,good,6,True,0.4148936170212766,0.130218212114229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
335,700.0,flat,True,2,1,Alcalá de Henares,good,1,False,0.5851063829787234,0.5349121656355805,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
336,695.0,flat,False,2,1,Alcobendas,good,3,False,0.4468085106382978,0.2655239040646659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
